EmpID,Age,Gender,Unit,Role,CertificationLevel,YearsExperience,ShiftPattern,WeeklyPatientLoad,OvertimeHoursPerWeek,AnnualSalary,HasDependents,CommuteMinutes,ManagerSupportScore,PeerSupportScore,BurnoutIndex
786,54,Female,Surgery,Surgeon,Advanced,20,Swing,25,5,342445,No,40,5,2,5.5
787,67,Non-Binary,Outpatient,Nurse Practitioner,Advanced,27,Night,80,5,57755,No,20,3,4,7.0
788,47,Female,ICU,ICU Nurse,Advanced,24,Night,21,20,55209,No,23,4,3,7.6
789,48,Female,Lab & Diagnostics,Pathologist,Intermediate,3,Rotating 12h,73,10,314938,Yes,34,1,5,7.7
790,30,Male,Emergency,Triage Nurse,Entry,4,Swing,27,10,39035,Yes,64,2,2,6.2
791,65,Female,ICU,ICU Technician,Entry,1,Swing,42,0,179189,Yes,12,1,4,6.3
792,46,Non-Binary,Facilities,Safety Officer,Intermediate,8,Night,0,30,30045,Yes,62,3,5,5.5
793,39,Non-Binary,Emergency,ER Physician,Entry,14,Swing,45,0,125060,No,71,3,5,6.8
794,25,Male,Emergency,ER Nurse,Advanced,1,Rotating 12h,18,20,164910,Yes,40,1,4,9.7
795,43,Male,Surgery,OR Coordinator,Intermediate,2,Swing,31,10,179916,Yes,71,4,4,4.9
796,57,Female,Lab & Diagnostics,Pathologist,Specialist,9,Rotating 12h,22,10,280496,No,67,2,1,8.1
797,56,Non-Binary,ICU,ICU Nurse,Specialist,24,Night,17,15,151817,No,29,1,1,8.6
798,22,Male,Pharmacy,Clinical Pharmacist,Specialist,0,Night,66,10,171004,No,68,1,3,7.2
799,38,Female,Facilities,Facilities Manager,Specialist,5,Day,0,5,55200,Yes,6,5,4,3.4
800,32,Male,Facilities,Maintenance Technician,Advanced,4,Day,0,15,53368,Yes,54,5,2,3.8
801,27,Female,General Ward,CNA,Entry,3,Day,33,0,107060,Yes,46,1,5,6.9
802,30,Non-Binary,General Ward,CNA,Intermediate,4,Night,27,0,54389,No,52,1,4,6.9
803,48,Non-Binary,Administration,Medical Records Clerk,Advanced,18,Night,0,5,41738,No,60,3,4,5.4
804,31,Non-Binary,Administration,Office Manager,Advanced,8,Night,0,5,66510,Yes,23,2,4,5.8
805,27,Male,ICU,Respiratory Therapist,Specialist,0,Swing,10,15,168878,No,11,1,1,7.6
806,31,Male,Outpatient,Physician,Entry,0,Day,23,15,146124,Yes,71,2,1,6.3
807,59,Non-Binary,Pharmacy,Clinical Pharmacist,Entry,0,Night,73,15,157443,Yes,43,5,2,6.5
808,64,Female,Emergency,ER Technician,Intermediate,40,Rotating 12h,30,20,127204,No,12,4,5,6.9
809,66,Female,Emergency,ER Nurse,Specialist,7,Night,9,15,126825,No,5,5,5,6.2
810,35,Male,General Ward,Charge Nurse,Advanced,4,Swing,15,20,60045,No,17,2,3,8.5
811,52,Non-Binary,Emergency,ER Nurse,Entry,20,Night,37,10,58896,Yes,26,3,1,9.0
812,43,Male,General Ward,CNA,Entry,5,Day,10,0,137218,Yes,59,5,4,3.8
813,30,Male,General Ward,Ward Clerk,Intermediate,5,Day,43,0,109620,Yes,15,4,1,4.6
814,27,Female,Pharmacy,Clinical Pharmacist,Entry,3,Day,63,0,82439,Yes,28,3,3,6.4
815,48,Non-Binary,Lab & Diagnostics,Phlebotomist,Intermediate,16,Rotating 12h,79,20,158152,No,66,1,4,9.8
816,30,Male,General Ward,Charge Nurse,Entry,0,Swing,29,10,131177,Yes,34,4,1,5.6
817,27,Non-Binary,Pharmacy,Clinical Pharmacist,Specialist,4,Rotating 12h,32,15,157793,Yes,22,5,4,7.1
818,28,Female,Administration,Office Manager,Entry,6,Night,0,10,72182,Yes,22,2,1,6.3
819,59,Non-Binary,Pharmacy,Pharmacy Technician,Advanced,24,Swing,64,10,144664,No,63,1,3,7.9
820,29,Female,Lab & Diagnostics,Pathologist,Entry,7,Night,49,10,214037,No,62,2,2,8.7
821,63,Female,Facilities,Safety Officer,Advanced,20,Rotating 12h,0,20,54151,No,14,1,3,7.2
822,46,Non-Binary,Pharmacy,Pharmacist,Intermediate,0,Swing,64,10,45272,Yes,48,1,1,7.4
823,37,Non-Binary,Lab & Diagnostics,Pathologist,Advanced,11,Swing,21,0,157583,Yes,57,2,2,6.2
824,66,Male,Outpatient,Scheduler,Advanced,21,Rotating 12h,26,15,143274,Yes,42,5,5,4.5
825,39,Non-Binary,General Ward,Registered Nurse,Advanced,15,Day,13,5,134033,Yes,58,5,1,5.0
826,34,Male,General Ward,Registered Nurse,Intermediate,1,Night,15,15,177837,No,37,4,4,5.4
827,67,Non-Binary,Surgery,Surgical Technician,Intermediate,7,Day,44,5,134962,Yes,9,5,1,5.5
828,57,Male,Outpatient,Medical Assistant,Advanced,14,Day,15,5,133198,Yes,75,4,5,4.4
829,57,Female,Pharmacy,Clinical Pharmacist,Intermediate,5,Swing,20,0,48518,Yes,30,1,5,5.0
830,63,Non-Binary,Lab & Diagnostics,Radiologist,Specialist,24,Swing,67,10,255594,No,37,2,1,8.0
831,63,Non-Binary,Pharmacy,Pharmacist,Advanced,19,Swing,68,5,131852,Yes,58,2,5,7.7
832,41,Male,Lab & Diagnostics,MRI Technician,Advanced,19,Day,66,20,169198,No,13,3,3,7.0
833,36,Male,ICU,ICU Technician,Advanced,10,Swing,44,5,35098,Yes,69,5,2,6.4
834,42,Female,Emergency,ER Physician,Entry,8,Night,18,20,178545,Yes,25,2,1,9.6
835,29,Female,Surgery,Surgeon,Entry,0,Rotating 12h,26,10,342732,No,29,3,5,5.5
836,48,Male,General Ward,CNA,Intermediate,26,Swing,23,0,125504,No,70,4,3,4.3
837,51,Male,Administration,HR Coordinator,Intermediate,23,Night,0,5,79858,No,70,1,4,6.5
838,57,Male,Surgery,Surgical Technician,Entry,27,Rotating 12h,21,20,98380,Yes,5,1,5,7.8
839,46,Non-Binary,General Ward,Charge Nurse,Advanced,2,Night,40,0,103220,Yes,52,2,2,8.8
840,54,Male,Emergency,ER Technician,Specialist,31,Rotating 12h,28,30,171346,Yes,52,5,3,8.5
841,49,Male,ICU,Respiratory Therapist,Specialist,4,Day,35,0,121433,Yes,47,5,4,4.7
842,47,Female,Pharmacy,Clinical Pharmacist,Specialist,18,Rotating 12h,65,15,162960,Yes,46,4,2,7.5
843,51,Male,Facilities,Facilities Manager,Specialist,20,Rotating 12h,0,15,31599,Yes,26,4,2,6.1
844,42,Non-Binary,Facilities,Safety Officer,Specialist,17,Swing,0,5,58779,Yes,36,3,1,3.8
845,47,Male,Facilities,Maintenance Technician,Specialist,9,Night,0,15,45003,No,37,4,4,5.1
846,33,Non-Binary,Surgery,OR Coordinator,Intermediate,7,Night,32,10,59774,Yes,59,4,4,5.3
847,67,Non-Binary,Surgery,OR Coordinator,Intermediate,3,Night,43,20,68789,Yes,65,5,5,8.4
848,41,Male,Surgery,Surgeon,Specialist,11,Day,18,5,343263,No,16,4,1,5.3
849,28,Female,Emergency,ER Physician,Advanced,0,Rotating 12h,20,20,123164,No,70,3,3,7.7
850,35,Non-Binary,Pharmacy,Clinical Pharmacist,Specialist,10,Night,54,10,153733,No,18,3,4,7.5
851,30,Male,Surgery,Surgical Technician,Intermediate,5,Rotating 12h,36,0,97163,No,14,4,5,7.0
852,56,Non-Binary,Emergency,Triage Nurse,Entry,27,Swing,15,10,174242,No,62,3,4,5.9
853,48,Female,General Ward,Ward Clerk,Intermediate,24,Night,43,5,102775,No,16,4,5,6.2
854,30,Male,Surgery,Anesthesiologist,Entry,8,Day,30,30,200207,Yes,22,5,1,6.7
855,43,Male,Outpatient,Scheduler,Entry,2,Night,58,15,82778,Yes,68,5,1,7.8
856,35,Male,Lab & Diagnostics,MRI Technician,Specialist,4,Night,21,20,155282,Yes,55,4,1,6.1
857,62,Female,Administration,HR Coordinator,Specialist,37,Rotating 12h,0,10,69852,No,27,3,2,6.5
858,30,Non-Binary,Administration,Medical Records Clerk,Specialist,3,Swing,0,0,65593,No,29,2,3,5.3
859,56,Non-Binary,Facilities,Maintenance Technician,Advanced,21,Night,0,10,32526,Yes,49,2,1,8.7
860,64,Male,General Ward,Charge Nurse,Specialist,12,Swing,28,5,166472,Yes,65,3,1,4.5
861,34,Male,Emergency,ER Nurse,Intermediate,10,Swing,34,10,179896,Yes,61,1,1,9.2
862,54,Female,Emergency,ER Nurse,Entry,15,Night,22,0,53204,No,64,3,3,7.1
863,46,Female,Outpatient,Nurse Practitioner,Intermediate,21,Night,53,0,165266,No,60,4,2,7.4
864,31,Female,General Ward,Registered Nurse,Specialist,3,Rotating 12h,42,10,177282,Yes,30,5,2,7.8
865,50,Male,Outpatient,Medical Assistant,Entry,7,Swing,48,5,140735,No,71,4,1,5.3
866,54,Male,Administration,Billing Specialist,Advanced,9,Night,0,0,74138,No,65,2,1,6.3
867,43,Male,Pharmacy,Clinical Pharmacist,Advanced,4,Swing,80,0,165782,Yes,23,3,1,5.2
868,61,Non-Binary,Surgery,Anesthesiologist,Entry,3,Rotating 12h,23,0,202979,Yes,47,4,5,4.2
869,58,Non-Binary,Surgery,Anesthesiologist,Specialist,18,Swing,30,30,170999,No,26,4,5,7.7
870,68,Male,Administration,Medical Records Clerk,Intermediate,21,Rotating 12h,0,0,52480,Yes,73,4,3,5.1
871,33,Non-Binary,Outpatient,Physician,Specialist,11,Day,18,15,141306,Yes,53,4,5,3.9
872,33,Male,Lab & Diagnostics,Radiologist,Intermediate,11,Night,28,10,184991,No,28,1,2,7.4
873,37,Non-Binary,Outpatient,Medical Assistant,Specialist,4,Swing,55,20,179229,No,54,2,1,8.0
874,22,Female,Administration,Billing Specialist,Entry,0,Day,0,15,53353,Yes,50,2,3,5.7
875,34,Female,Emergency,ER Nurse,Entry,5,Rotating 12h,10,5,58759,Yes,22,5,5,6.8
876,28,Male,Emergency,ER Physician,Advanced,5,Night,38,15,32319,Yes,59,4,4,6.4
877,41,Female,Lab & Diagnostics,Radiologist,Entry,14,Night,36,0,329798,Yes,68,4,1,6.9
878,63,Male,Outpatient,Medical Assistant,Intermediate,24,Rotating 12h,28,0,53953,Yes,32,4,5,5.2
879,54,Non-Binary,Emergency,ER Technician,Specialist,12,Swing,40,10,101123,No,20,2,3,7.4
880,37,Female,Lab & Diagnostics,MRI Technician,Entry,7,Swing,24,10,124355,Yes,65,1,2,6.8
881,58,Female,Emergency,Paramedic,Advanced,11,Night,26,20,142288,Yes,26,1,1,9.0
882,37,Male,Pharmacy,Clinical Pharmacist,Entry,12,Night,25,15,59678,Yes,63,4,2,6.3
883,26,Non-Binary,Emergency,ER Physician,Intermediate,3,Rotating 12h,27,0,40822,Yes,21,1,4,7.1
884,31,Male,Outpatient,Medical Assistant,Specialist,8,Rotating 12h,53,0,102962,No,58,2,1,8.0
885,36,Non-Binary,General Ward,Nurse Practitioner,Specialist,1,Rotating 12h,38,5,92569,No,35,2,3,7.7
886,52,Male,ICU,Respiratory Therapist,Specialist,29,Swing,43,0,175435,No,69,4,4,7.2
887,48,Non-Binary,General Ward,Charge Nurse,Intermediate,6,Rotating 12h,19,10,83159,No,14,1,1,8.3
888,48,Female,Surgery,Anesthesiologist,Intermediate,21,Rotating 12h,11,15,261805,Yes,75,1,2,7.5
889,31,Non-Binary,Pharmacy,Pharmacist,Advanced,9,Swing,29,10,139464,No,12,2,2,6.4
890,38,Non-Binary,Facilities,Maintenance Technician,Advanced,5,Swing,0,15,34138,No,16,4,4,3.6
891,24,Non-Binary,Surgery,Surgical Technician,Intermediate,1,Night,15,20,49341,Yes,43,5,3,6.1
892,64,Male,General Ward,CNA,Entry,17,Day,34,10,169635,No,65,5,2,5.6
893,50,Female,Outpatient,Physician,Intermediate,18,Night,38,10,173649,Yes,70,3,3,7.2
894,35,Male,Outpatient,Physician,Specialist,7,Day,24,5,69440,No,59,4,3,3.6
895,63,Female,Surgery,OR Coordinator,Advanced,30,Swing,36,5,108263,Yes,18,3,5,5.8
896,26,Male,Emergency,ER Nurse,Entry,3,Day,25,20,59169,No,37,2,3,7.2
897,33,Female,Outpatient,Nurse Practitioner,Intermediate,7,Night,22,5,99506,No,41,4,5,5.1
898,38,Male,General Ward,Ward Clerk,Specialist,3,Rotating 12h,31,5,74052,No,13,2,4,8.3
899,52,Non-Binary,General Ward,Nurse Practitioner,Intermediate,4,Night,26,30,92998,Yes,30,5,5,6.7
900,52,Non-Binary,Lab & Diagnostics,Radiologist,Intermediate,22,Rotating 12h,79,5,273832,Yes,45,5,3,6.2
901,22,Male,Emergency,ER Technician,Specialist,0,Swing,39,10,132457,No,33,5,4,5.8
902,58,Non-Binary,Lab & Diagnostics,Pathologist,Advanced,14,Night,78,20,256482,No,31,2,4,10.0
903,61,Male,Emergency,ER Physician,Intermediate,5,Swing,15,10,74717,No,63,1,2,7.1
904,59,Female,Facilities,Maintenance Technician,Advanced,11,Rotating 12h,0,15,48126,Yes,16,4,3,6.4
905,30,Male,General Ward,Ward Clerk,Entry,1,Day,16,0,134564,No,28,1,1,5.0
906,30,Male,General Ward,Ward Clerk,Advanced,2,Day,45,5,101160,No,49,1,4,6.1
907,38,Female,Administration,Office Manager,Advanced,15,Day,0,5,40114,Yes,59,3,3,4.5
908,47,Non-Binary,Emergency,Paramedic,Specialist,24,Day,14,5,153134,No,31,5,1,6.1
909,34,Female,Pharmacy,Clinical Pharmacist,Advanced,11,Rotating 12h,39,10,72387,No,66,3,1,7.1
910,30,Non-Binary,General Ward,CNA,Intermediate,4,Night,41,15,147915,Yes,5,1,4,7.8
911,49,Male,Facilities,Maintenance Technician,Advanced,3,Night,0,10,38504,No,38,3,4,5.5
912,60,Non-Binary,Lab & Diagnostics,Phlebotomist,Entry,21,Swing,30,0,150961,No,52,4,1,5.3
913,29,Non-Binary,Outpatient,Medical Assistant,Intermediate,4,Rotating 12h,63,10,73492,Yes,40,2,5,8.3
914,29,Non-Binary,Surgery,Surgical Technician,Intermediate,7,Swing,44,30,141563,No,32,5,4,6.6
915,67,Male,Pharmacy,Clinical Pharmacist,Specialist,8,Day,65,20,151068,Yes,61,1,5,8.3
916,44,Male,ICU,Intensivist,Entry,17,Day,43,10,316990,Yes,60,2,2,9.0
917,39,Female,General Ward,Nurse Practitioner,Entry,6,Day,14,0,164551,Yes,72,4,3,5.3
918,47,Female,Outpatient,Nurse Practitioner,Specialist,20,Swing,58,0,121030,No,21,2,5,6.9
919,30,Non-Binary,Surgery,Surgical Nurse,Entry,5,Day,35,30,65690,Yes,66,4,5,6.9
920,44,Male,Lab & Diagnostics,MRI Technician,Advanced,5,Night,31,20,176432,No,64,5,3,7.6
921,44,Non-Binary,Lab & Diagnostics,Pathologist,Intermediate,3,Night,15,0,210347,No,26,5,1,6.2
922,24,Female,Emergency,ER Technician,Specialist,2,Day,26,30,96758,No,47,1,4,8.5
923,59,Female,Surgery,Surgical Technician,Entry,7,Night,37,10,119756,Yes,20,2,2,8.9
924,62,Male,Facilities,Environmental Services,Intermediate,20,Rotating 12h,0,0,54183,No,72,3,3,5.2
925,22,Female,Surgery,Surgical Nurse,Specialist,0,Rotating 12h,21,30,59716,No,10,2,1,9.3
926,25,Female,Facilities,Maintenance Technician,Advanced,0,Rotating 12h,0,10,31392,Yes,19,5,2,5.4
927,62,Male,Emergency,ER Nurse,Specialist,11,Rotating 12h,35,5,94370,Yes,25,2,5,6.3
928,55,Female,Emergency,ER Physician,Entry,33,Rotating 12h,16,5,145774,No,27,1,2,7.2
929,35,Male,ICU,Respiratory Therapist,Specialist,1,Rotating 12h,19,0,176952,Yes,49,3,4,5.6
930,54,Non-Binary,Emergency,Paramedic,Specialist,19,Swing,15,30,48762,No,41,3,2,7.4
931,42,Female,General Ward,Registered Nurse,Intermediate,4,Night,24,15,160375,No,52,1,5,8.6
932,53,Male,General Ward,Nurse Practitioner,Entry,16,Swing,40,10,100779,No,55,3,2,7.0
933,41,Female,Lab & Diagnostics,Lab Technician,Entry,14,Night,18,20,178720,Yes,22,3,4,6.5
934,35,Male,General Ward,Nurse Practitioner,Specialist,8,Day,34,0,118994,No,65,1,3,6.5
935,47,Non-Binary,ICU,Respiratory Therapist,Specialist,10,Day,16,0,158832,Yes,40,3,3,6.2
936,38,Non-Binary,Surgery,Anesthesiologist,Entry,5,Rotating 12h,13,10,323003,Yes,66,5,1,7.2
937,64,Male,Emergency,ER Physician,Specialist,33,Rotating 12h,31,5,152144,No,60,3,5,7.3
938,33,Non-Binary,ICU,Intensivist,Intermediate,1,Swing,32,15,157538,Yes,21,3,3,7.7
939,42,Non-Binary,Facilities,Safety Officer,Entry,4,Night,0,20,37498,No,6,1,1,6.9
940,55,Non-Binary,Administration,Medical Records Clerk,Specialist,30,Swing,0,15,55242,No,32,4,2,3.9
941,50,Male,Pharmacy,Pharmacy Technician,Intermediate,15,Day,78,0,64980,No,52,4,1,6.0
942,51,Male,Lab & Diagnostics,Pathologist,Specialist,14,Swing,34,10,302081,No,34,4,2,5.9
943,33,Male,Emergency,Paramedic,Entry,3,Day,43,5,177921,No,23,4,1,6.0
944,50,Male,Facilities,Maintenance Technician,Intermediate,16,Day,0,20,43239,Yes,59,2,4,6.3
945,39,Male,Pharmacy,Clinical Pharmacist,Intermediate,10,Night,46,20,71763,No,44,1,2,8.6
946,26,Male,ICU,ICU Nurse,Entry,4,Day,40,0,36123,Yes,11,3,1,6.6
947,41,Male,Emergency,ER Physician,Specialist,9,Rotating 12h,44,20,124933,No,36,4,4,8.6
948,59,Female,General Ward,CNA,Specialist,21,Swing,24,5,93863,No,13,5,2,5.4
949,25,Female,Outpatient,Physician,Specialist,2,Swing,37,0,140669,Yes,27,3,2,6.0
950,38,Non-Binary,Emergency,ER Technician,Advanced,4,Swing,21,15,37032,Yes,42,5,3,5.1
951,39,Male,ICU,Intensivist,Intermediate,7,Swing,37,5,184400,No,61,2,1,7.5
952,56,Female,Administration,Admin Assistant,Intermediate,3,Rotating 12h,0,15,45550,No,65,4,2,4.4
953,54,Male,General Ward,CNA,Advanced,5,Night,27,5,127009,No,26,3,2,4.8
954,62,Male,Facilities,Facilities Manager,Intermediate,38,Swing,0,10,30193,Yes,66,4,1,5.3
955,59,Female,Emergency,Triage Nurse,Intermediate,13,Swing,33,5,119821,Yes,58,3,3,6.9
956,36,Non-Binary,Facilities,Facilities Manager,Entry,8,Night,0,30,55020,Yes,70,1,1,7.6
957,45,Male,General Ward,Registered Nurse,Specialist,20,Night,8,5,82776,Yes,39,2,3,6.9
958,50,Male,Emergency,ER Physician,Entry,26,Rotating 12h,19,5,151857,No,66,2,2,7.4
959,42,Female,Outpatient,Nurse Practitioner,Specialist,3,Night,80,15,34066,No,72,3,5,6.9
960,59,Female,Emergency,Triage Nurse,Specialist,30,Day,33,20,162092,No,20,1,5,8.7
961,47,Female,Administration,Admin Assistant,Specialist,23,Day,0,0,35008,No,60,2,1,5.7
962,40,Female,General Ward,Registered Nurse,Entry,11,Night,20,5,58214,Yes,67,3,4,5.9
963,31,Male,ICU,Respiratory Therapist,Specialist,0,Rotating 12h,32,5,106726,Yes,61,1,4,8.0
964,59,Male,Emergency,ER Physician,Specialist,2,Day,33,20,107398,No,31,4,1,7.2
965,57,Female,General Ward,CNA,Entry,35,Night,41,5,85030,Yes,37,4,2,6.9
966,34,Male,Emergency,Paramedic,Specialist,8,Night,35,10,150294,Yes,28,2,1,8.9
967,61,Male,General Ward,CNA,Advanced,6,Swing,31,5,76388,No,58,1,3,7.3
968,30,Male,Pharmacy,Pharmacy Technician,Intermediate,3,Rotating 12h,28,15,160764,No,35,3,2,7.2
969,67,Non-Binary,Pharmacy,Pharmacist,Advanced,24,Swing,69,0,83963,Yes,39,3,5,6.6
970,25,Female,Pharmacy,Pharmacy Technician,Entry,1,Swing,50,5,145165,Yes,53,1,5,6.9
971,34,Female,Administration,HR Coordinator,Specialist,0,Night,0,5,83152,No,16,2,5,5.0
972,24,Male,General Ward,Ward Clerk,Intermediate,1,Day,36,5,112031,No,20,4,1,6.2
973,45,Male,Facilities,Environmental Services,Specialist,17,Night,0,10,55903,Yes,41,1,4,8.2
974,61,Non-Binary,Emergency,Paramedic,Specialist,23,Night,41,10,137870,No,57,3,3,7.5
975,61,Female,Emergency,Triage Nurse,Intermediate,14,Rotating 12h,33,5,79426,No,14,5,5,7.3
976,67,Non-Binary,Surgery,Surgical Nurse,Entry,40,Night,28,15,79814,No,66,2,2,8.0
977,46,Male,ICU,ICU Technician,Intermediate,15,Day,27,5,176585,No,71,5,4,3.6
978,45,Female,Outpatient,Nurse Practitioner,Intermediate,15,Rotating 12h,19,10,103625,Yes,44,4,5,5.8
979,27,Male,General Ward,Registered Nurse,Entry,3,Swing,43,0,42771,Yes,8,2,5,7.1
980,63,Male,Outpatient,Nurse Practitioner,Specialist,28,Day,54,10,157800,Yes,29,1,2,8.7
981,68,Male,Surgery,Surgical Technician,Intermediate,21,Night,30,5,166273,Yes,73,4,2,7.2
982,64,Non-Binary,Facilities,Maintenance Technician,Specialist,22,Day,0,15,45097,Yes,39,4,5,4.9
983,25,Male,General Ward,Charge Nurse,Specialist,2,Night,17,15,166721,No,58,4,5,4.5
984,46,Female,Administration,Billing Specialist,Intermediate,4,Night,0,15,52048,No,15,1,5,6.9
985,68,Male,Lab & Diagnostics,MRI Technician,Specialist,20,Swing,47,5,119068,No,71,2,3,7.9
986,43,Non-Binary,Pharmacy,Clinical Pharmacist,Specialist,20,Swing,24,15,171737,No,10,1,1,6.7
987,36,Female,Facilities,Maintenance Technician,Specialist,5,Rotating 12h,0,0,33789,No,41,1,3,6.4
988,29,Female,Facilities,Facilities Manager,Intermediate,1,Rotating 12h,0,20,38244,Yes,9,2,1,7.9
989,28,Male,General Ward,Charge Nurse,Intermediate,5,Night,39,10,179179,No,24,3,1,8.1
990,43,Non-Binary,Emergency,ER Physician,Entry,1,Swing,44,5,58054,Yes,74,1,5,7.2
991,62,Non-Binary,Lab & Diagnostics,Phlebotomist,Intermediate,4,Rotating 12h,47,15,65971,No,45,3,5,6.0
992,64,Female,Administration,Office Manager,Entry,12,Swing,0,0,68141,Yes,59,4,2,4.0
993,45,Female,General Ward,CNA,Advanced,21,Night,28,10,161932,No,60,2,2,7.7
994,62,Male,Outpatient,Scheduler,Advanced,9,Night,50,20,55493,No,49,2,5,10.0
995,31,Male,Pharmacy,Pharmacist,Entry,7,Night,57,5,47828,Yes,24,3,4,7.0
996,64,Male,Facilities,Facilities Manager,Intermediate,30,Day,0,10,38608,No,51,3,1,5.7
997,64,Female,Surgery,Anesthesiologist,Advanced,28,Night,15,15,324562,No,41,2,1,9.0
998,23,Male,Pharmacy,Pharmacy Technician,Intermediate,1,Rotating 12h,73,5,167462,Yes,73,2,3,8.5
999,36,Female,Emergency,Paramedic,Entry,1,Rotating 12h,36,0,102629,Yes,26,2,3,9.2
1000,47,Female,Administration,Admin Assistant,Specialist,8,Day,0,0,60107,No,57,2,5,5.3
1001,54,Female,ICU,ICU Technician,Specialist,3,Rotating 12h,36,5,148539,No,74,2,1,8.0
1002,38,Non-Binary,Emergency,Triage Nurse,Specialist,16,Night,45,20,64766,Yes,31,5,3,8.7
1003,67,Male,Surgery,Anesthesiologist,Entry,35,Day,40,10,333381,No,66,2,5,8.5
1004,35,Male,Administration,Medical Records Clerk,Advanced,5,Night,0,10,56185,Yes,8,5,4,5.0
1005,47,Non-Binary,Surgery,Surgeon,Specialist,12,Swing,22,0,233203,Yes,31,5,1,4.0
1006,34,Non-Binary,ICU,ICU Technician,Advanced,0,Day,19,20,104779,Yes,35,3,5,5.8
1007,42,Non-Binary,Facilities,Maintenance Technician,Intermediate,2,Swing,0,5,58470,No,71,4,1,4.3
1008,30,Non-Binary,Facilities,Maintenance Technician,Specialist,1,Night,0,20,42985,Yes,18,5,2,7.2
1009,65,Male,Emergency,ER Technician,Advanced,0,Swing,18,10,36420,Yes,68,3,4,5.2
1010,34,Female,Surgery,Surgical Technician,Entry,0,Day,10,0,136794,Yes,33,5,1,3.8
1011,46,Non-Binary,Facilities,Maintenance Technician,Entry,7,Night,0,20,45282,No,30,1,1,8.2
1012,42,Non-Binary,Facilities,Maintenance Technician,Intermediate,17,Swing,0,10,47014,No,37,4,2,3.8
1013,30,Non-Binary,Administration,Billing Specialist,Intermediate,1,Day,0,15,39892,No,39,2,5,4.4
1014,52,Male,General Ward,Nurse Practitioner,Advanced,20,Rotating 12h,21,30,117656,No,25,4,2,8.1
1015,51,Non-Binary,Administration,Office Manager,Advanced,22,Rotating 12h,0,10,37449,No,57,1,5,7.6
1016,39,Non-Binary,Pharmacy,Pharmacy Technician,Specialist,9,Swing,23,5,144992,No,35,2,4,6.0
1017,26,Non-Binary,Lab & Diagnostics,Pathologist,Advanced,0,Day,55,30,187213,No,10,4,5,7.6
1018,54,Non-Binary,Outpatient,Medical Assistant,Entry,22,Day,34,0,168206,No,42,4,1,6.1
1019,45,Male,Surgery,OR Coordinator,Entry,15,Rotating 12h,10,20,122825,Yes,37,2,5,8.2
1020,59,Non-Binary,Outpatient,Nurse Practitioner,Entry,26,Rotating 12h,57,5,110097,No,31,1,4,8.7
1021,36,Male,Facilities,Facilities Manager,Advanced,9,Day,0,10,45709,No,54,5,2,3.4
1022,56,Male,Emergency,Paramedic,Advanced,13,Rotating 12h,43,5,166428,Yes,52,3,2,7.4
1023,44,Non-Binary,Lab & Diagnostics,Phlebotomist,Advanced,0,Rotating 12h,75,10,91559,No,7,5,1,7.1
1024,32,Non-Binary,Surgery,Surgeon,Specialist,6,Swing,17,30,234103,No,33,1,4,6.8
1025,24,Male,Outpatient,Medical Assistant,Advanced,1,Rotating 12h,58,0,58354,Yes,17,4,5,6.6
1026,56,Male,Outpatient,Medical Assistant,Entry,7,Rotating 12h,61,30,99934,No,32,2,5,9.4
1027,35,Male,General Ward,CNA,Intermediate,3,Swing,31,5,110338,No,18,5,4,4.8
1028,35,Female,Facilities,Safety Officer,Intermediate,3,Night,0,5,49994,Yes,17,3,3,5.6
1029,53,Non-Binary,General Ward,Ward Clerk,Specialist,2,Rotating 12h,27,30,159921,Yes,6,4,1,7.3
1030,23,Male,Surgery,Surgeon,Entry,0,Night,19,20,181903,Yes,71,2,3,8.4
1031,35,Female,Surgery,Surgical Technician,Specialist,5,Swing,30,10,164061,Yes,41,3,4,5.0
1032,53,Female,General Ward,CNA,Specialist,24,Rotating 12h,12,5,91096,No,68,4,5,6.0
1033,37,Non-Binary,Facilities,Safety Officer,Advanced,1,Swing,0,20,45291,No,39,4,1,4.5
1034,48,Female,General Ward,Nurse Practitioner,Intermediate,2,Night,41,10,154064,Yes,9,4,3,7.0
1035,38,Female,ICU,ICU Nurse,Advanced,3,Rotating 12h,27,0,40105,Yes,47,5,3,5.9
1036,60,Female,Facilities,Maintenance Technician,Entry,28,Swing,0,5,38740,No,73,3,5,4.3
1037,67,Non-Binary,Emergency,ER Physician,Advanced,1,Rotating 12h,24,20,113282,Yes,10,5,3,8.3
1038,28,Male,Administration,Medical Records Clerk,Advanced,4,Day,0,0,64156,No,65,2,1,5.1
1039,61,Female,ICU,Intensivist,Advanced,11,Swing,13,20,213256,Yes,15,4,3,6.8
1040,42,Non-Binary,Surgery,Surgical Nurse,Advanced,8,Day,41,10,36736,Yes,56,3,5,6.8
1041,42,Non-Binary,Outpatient,Nurse Practitioner,Advanced,3,Rotating 12h,41,5,68428,No,42,4,1,6.7
1042,51,Male,General Ward,Charge Nurse,Specialist,20,Day,31,10,172247,Yes,34,1,4,6.9
1043,54,Male,Emergency,ER Nurse,Advanced,10,Rotating 12h,21,15,113969,Yes,26,3,5,7.5
1044,62,Male,Emergency,ER Nurse,Advanced,16,Swing,34,15,58978,Yes,53,4,5,6.0
1045,66,Non-Binary,Outpatient,Physician,Intermediate,18,Swing,48,30,70284,No,38,2,3,9.8
